state,ags,place,population
BY,093715303157,Weigendorf,1216
BB,120615114265,Krausnick-Groß Wasserburg,650
RP,071345005089,Veitsrodt,710
BY,093710154154,Ursensollen,3770
SH,010585895103,Meezen,367
SH,010615104061,Lägerdorf,2616
TH,160685012032,Kleinmölsen,306
BY,091715104129,Reischach,2649
RP,072325007289,Orenhofen,1337
TH,160735051035,Hohenwarte,163
RP,072335004233,Reimerath,70
BY,093745326155,Schlammersdorf,869
SH,010575727026,Helmstorf,302
TH,160745011065,"Orlamünde, Stadt",1098
SH,010545492105,Ramstedt,432
SH,010535391122,Steinhorst (Kreis Herzogtum Lauenburg),564
BY,095735517126,Seukendorf,3122
SH,010565660034,Langeln,591
BW,084365001019,Boms,724
HE,064370005005,Brombachtal,3385
BY,096790126126,Eisingen (Landkreis Würzburg),3368
NI,033535405037,Vierhöfen,959
SH,010625270082,Trittau,9148
MV,130725258003,Alt Sührkow,384
MV,130755560126,Schönwalde,412
RP,071335006002,Allenfeld,200
BY,091870156156,Nußdorf a.Inn,2524
RP,071435006292,Seck,1199
SH,010535343073,Krüzen,358
RP,071325010082,Oberirsen,623
BW,081165002079,Lenningen,8063
RP,071435010047,Mogendorf,1368
BY,095710171171,"Lehrberg, M",3135
SH,010575727013,Dannau,585
BY,093710121121,"Freihung, M",2523
TH,160745011052,Lindig,232
BY,094745427138,"Hiltpoltstein, M",1525
MV,130735356090,Sundhagen,5157
NW,051660016016,"Nettetal, Stadt",41669
BY,092745221165,Obersüßbach,1627
RP,071310090090,Grafschaft,11067
NI,031585407036,Wittmar,1074
BW,084175001079,"Albstadt, Stadt",46134
RP,072325001229,Großkampenberg,142
BY,092785248120,Falkenfels,998
RP,071375003099,Siebenbach,200
BY,097780196196,Sontheim,2691
RP,073395007033,Köngernheim,1295
BY,091870132132,Frasdorf,3016
ST,150835052125,Calvörde,3241
BY,095760147147,"Spalt, St",5046
RP,073315001025,Flonheim,2639
RP,071435007085,Wölferlingen,478
RP,071435002260,Luckenbach,681
SH,010515172075,Neuenkirchen (Kreis Dithmarschen),934
MV,130735362079,Samtens,1988
ST,150900535535,"Stendal, Hansestadt",37406
BW,084355002024,Immenstaad am Bodensee,6430
BY,092740176176,"Rottenburg a.d.Laaber, St",8340
TH,160655002074,Topfstedt,547
BY,097785767164,Lautrach,1254
RP,072325006206,Bleialf,1304
BY,092750116116,Bad Füssing,7480
BW,081265003039,"Ingelfingen, Stadt",5430
BW,081255010038,"Güglingen, Stadt",6380
MV,130745459067,Roduchelstorf,243
BY,091790138138,Moorenweis,4051
NI,033585402003,Böhme,922
RP,071405004141,Schwarzen,142
BY,093775349148,Pullenreuth,1592
RP,071385005070,Steimel,1329
RP,073355011204,Schopp,1482
MV,130745455048,Lübstorf,1443
TH,160630097097,Gerstungen,9125
TH,160755005039,Grobengereuth,197
NI,032555408005,Brevörde,550
BY,091710127127,Pleiskirchen,2475
BW,082355006055,Oberreichenbach (Landkreis Calw),2908
NW,051110000000,"Düsseldorf, Stadt",611258
SH,010615179062,Landrecht,119
RP,071375009201,Alken,643
BW,083155002072,Merdingen,2584
HE,064320020020,Roßdorf (Landkreis Darmstadt-Dieburg),12918
BB,120730069069,Boitzenburger Land,3022
RP,073355009040,Rodenbach (Landkreis Kaiserslautern),3190
ST,150850135135,"Halberstadt, Stadt",36676
ST,150835051440,Rogätz,2177
BY,091870165165,Raubling,10958
NI,032545406043,"Gronau (Leine), Stadt",10344
RP,071435006315,Zehnhausen bei Rennerod,399
NW,059740032032,Möhnesee,11537
SH,010545417035,"Garding, Kirchspiel",326
RP,072325008282,Oberkail,555
NI,034590020020,Hagen am Teutoburger Wald,13185
RP,071345002016,Buhlenberg,481
BY,092740134134,"Geisenhausen, M",7271
BY,097760128128,Wasserburg (Bodensee),3869
ST,150905053007,Altmärkische Höhe,1773
BY,092780129129,Haibach (Landkreis Straubing-Bogen),2028
BY,091720130130,Saaldorf-Surheim,5530
NI,032565409014,"Hoya, Stadt",3819
BY,097795722111,Alerheim,1636
BW,081355001016,"Giengen an der Brenz, Stadt",19433
BW,081255009111,Hardthausen am Kocher,4227
BW,083165003043,Teningen,11796
RP,072325007010,Beilingen,388
SH,010545459103,Pellworm,1231
BW,081280064064,"Külsheim, Stadt",5218
SH,010535358026,Einhaus,447
SH,010585830019,Böhnhusen,292
NW,053740020020,Lindlar,21322
TH,160650003003,"Bad Frankenhausen/Kyffhäuser, Stadt",9781
NI,033525404002,Armstorf,690
BY,092790128128,Moosthenning,5214
BB,120620410410,Röderland,3712
NW,059740056056,Wickede (Ruhr),11525
MV,130715156025,Carpin,862
BY,092770139139,Postmünster,2321
BW,083175002114,Rust,4523
SN,146285209250,Müglitztal,1848
SH,010580034034,"Büdelsdorf, Stadt",10452
RP,072310134134,"Wittlich, Stadt",18751
BB,120635309274,Seeblick,880
SH,010585889033,Brügge,1133
RP,072315006058,Horath,486
NW,055660060060,Neuenkirchen (Kreis Steinfurt),13708
BW,082265004059,Neulußheim,7143
SH,010565636010,Brande-Hörnerkirchen,1685
RP,071375009227,Waldesch,2260
BY,091800112112,Bad Kohlgrub,2878
RP,072335001043,Meisburg,234
RP,071325010118,Wölmersen,390
BY,091770115115,"Dorfen, St",14634
RP,073365010099,Ulmet,671
RP,071415011096,Niedertiefenbach,182
RP,073375005022,Eschbach (Landkreis Südliche Weinstraße),622
BY,097720223223,"Zusmarshausen, M",6536
BW,081265001047,Kupferzell,6421
SH,010575755043,Laboe,5412
BW,082220000000,"Mannheim, Universitätsstadt",313693
RP,071405004154,Unzenberg,409
SH,010545453079,Löwenstedt,705
NI,033535405011,Garlstorf,1162
MV,130755557146,Wusterhusen,1098
HE,064350025025,"Schlüchtern, Stadt",15577
BY,092795208116,Gottfrieding,2249
MV,130745458033,Holdorf,416
SH,010585895009,Aukrug,3721
RP,071375009214,Löf,1464
NW,053580048048,Niederzier,14783
TH,160755005074,Nimritz,336
SH,010585889153,Sören,190
MV,130725255071,Mistorf,628
BB,120610444444,Schulzendorf,9269
BY,091865156122,"Geisenfeld, St",11343
BY,093725318150,Rettenbach (Landkreis Cham),1812
RP,071435006302,Waigandshain,213
MV,130730080080,"Sassnitz, Stadt",9010
RP,073375002037,Hergersweiler,232
BW,082260028028,Heddesheim,12127
RP,071335011018,Bretzenheim,2790
BY,091905178145,Rottenbuch,1854
SN,145215140710,"Zwönitz, Stadt",11596
SN,146265220470,Rosenbach,1538
HE,066330016016,"Liebenau, Stadt",2967
RP,073325005032,"Lambrecht (Pfalz), Stadt",3895
RP,072355006004,Bekond,1009
BY,091735109127,Greiling,1472
BW,084365005012,Baindt,5264
MV,130715159143,Stuer,240
TH,160735051107,Drognitz,606
BW,084175006014,Dautmergen,448
TH,160665014016,Dillstädt,723
NI,033535404003,Bendestorf,2327
ST,150875051055,Berga,1654
BY,091760166166,"Wellheim, M",2845
SN,146255231320,Lichtenberg,1609
NW,051540036036,"Kleve, Stadt",52208
BY,094745426119,Dormitz,2027
MV,130715161117,Pragsdorf,573
SN,147305306150,Krostitz,4122
SN,145245114220,Niederfrohna,2221
RP,072315006032,Etgert,67
TH,160615009107,Wingerode,1154
BB,120625202440,Schilda,420
ST,150840235235,"Hohenmölsen, Stadt",9320
NW,051700004004,Alpen,12085
NW,055620008008,"Datteln, Stadt",35277
NI,034600007007,Neuenkirchen-Vörden,8845
BW,083275002007,Bubsheim,1430
BY,096720139139,"Oberthulba, M",5023
TH,160615008078,Rohrberg (Landkreis Eichsfeld),225
BY,097720215215,Wehringen,3026
BW,081365001021,Essingen (Landkreis Ostalbkreis),6386
BW,084150092092,Lichtenstein,9096
SH,010605086075,Seedorf (Kreis Segeberg),2186
MV,130715159023,Bütow,425
RP,071345002029,Gimbweiler,388
MV,130765668025,"Crivitz, Stadt",4618
RP,071375003011,Bermel,353
MV,130755555141,Wackerow,1506
BY,097785768219,Woringen,2096
BY,092785249154,Neukirchen (Landkreis Straubing-Bogen),1807
ST,150855051365,"Wegeleben, Stadt",2472
RP,072315008024,Dreis,1399
BY,096715604113,Blankenbach,1454
RP,073405009204,Biedershausen,180
TH,160620065065,Harztor,7449
SH,010595974080,Steinfeld (Kreis Schleswig-Flensburg),783
NI,031515403007,Dedelstorf,1208
BY,096755617114,Buchbrunn,1059
TH,160750134134,Remptendorf,3226
RP,073355009005,Erzenhausen,758
NI,031545402012,Jerxheim,1082
RP,072325005031,Emmelbaum,72
BY,091835149129,"Neumarkt-Sankt Veit, St",6217
BY,097640000000,Memmingen,43300
RP,071345005014,Bruchweiler,528
BW,081190091091,"Weinstadt, Stadt",26807
HE,065350015015,"Schlitz, Stadt",9109
ST,150905051135,Eichstedt (Altmark),837
RP,071355003018,Büchel (Landkreis Cochem-Zell),1208
NI,031515404013,Isenbüttel,6156
RP,071385009010,Datzeroth,300
BW,081175009023,Gammelshausen,1464
BY,092750133133,Neuburg a.Inn,4347
MV,130715157166,Wulkenzin,1509
NI,031515402021,Parsau,1856
RP,072335001030,Hinterweiler,214
NI,034540014014,Geeste,11669
RP,072315008037,Gladbach,366
RP,071355003005,Auderath,653
RP,071435002299,Streithausen,497
BW,083355001022,"Engen, Stadt",11029
RP,072325006300,Rommersheim,677
TH,160635006008,Bischofroda,642
BY,096795647130,Estenfeld,5283
BW,081275006025,"Gaildorf, Stadt",12071
NW,053820068068,"Troisdorf, Stadt",75335
BB,120720169169,"Jüterbog, Stadt",12722
NW,055620020020,"Herten, Stadt",61062
BB,120625202453,Schönborn (Landkreis Elbe-Elster),1510
NI,034625402011,Neuschoo,1179
BW,083255007009,Bösingen,3372
RP,071415010135,Weinähr,459
BY,093730167167,"Velburg, St",5259
BY,095745527160,"Velden, St",1725
SH,010585864065,Groß Vollstedt,969
NW,053820072072,Wachtberg,20284
BY,097795724129,Daiting,796
SN,147300200200,"Mügeln, Stadt",5638
BW,082355008035,Höfen an der Enz,1622
MV,130725258066,Lelkendorf,418
TH,160745011016,Eichenberg (Landkreis Saale-Holzland-Kreis),365
BY,094750156156,"Naila, St",7578
ST,150905051610,"Werben (Elbe), Hansestadt",952
SH,010595974094,Ulsnis,703
MV,130765668038,Friedrichsruhe,870
NI,034545404052,Sustrum,1311
BW,084265003120,Ummendorf (Landkreis Biberach),4397
BY,091780124124,"Freising, GKSt",47727
BY,091795131136,Mammendorf,4814
SH,010585893082,Holzdorf,868
HE,064320018018,"Pfungstadt, Stadt",25474
BW,083255006061,Vöhringen,4307
SH,010595996058,Meggerdorf,705
BY,096755614162,"Rüdenhausen, M",871
MV,130755557060,Kemnitz,1144
SH,010545417140,Tümlauer Koog,106
BY,094775439119,Harsdorf,964
BY,095775535115,Bergen (Landkreis Weißenburg-Gunzenhausen),1152
MV,130755552078,Liepgarten,776
NI,034040000000,"Osnabrück, Stadt",164898
TH,160680051051,"Sömmerda, Stadt",18355
BY,094775435151,Rugendorf,930
TH,160645001004,"Bad Tennstedt, Stadt",2405
BY,096760156156,"Schneeberg, M",1752
NI,033575406028,Horstedt (Landkreis Rotenburg (Wümme)),1266
BY,096790201201,Unterpleichfeld,3001
RP,071405008144,"Simmern/ Hunsrück, Stadt",7970
SH,010585847070,Hamdorf,1355
RP,073375002060,Oberschlettenbach,129
BB,120615113470,Spreewaldheide,444
RP,071435007022,Goddert,437
BB,120720477477,"Zossen, Stadt",20192
MV,130725255119,Zehna,667
BY,091855155131,Gachenbach,2599
NW,059580028028,"Medebach, Hansestadt",7965
BB,120695904052,Borkheide,2164
RP,073140000000,"Ludwigshafen am Rhein, Stadt",172889
SN,145210035035,"Aue-Bad Schlema, Stadt",19278
TH,160745007046,Kleinbockedra,39
RP,071405004049,Heinzenbach,434
BW,081250039039,"Gundelsheim, Stadt",7589
BY,097725706185,Nordendorf,2520
MV,130715157009,Beseritz,122
RP,071335006089,Schloßböckelheim,389
RP,072325006230,Großlangenfeld,116
BW,081255004026,"Eppingen, Stadt",22424
RP,071435002236,Heimborn,282
HE,066340025025,Wabern,7364
RP,071415009121,"Sankt Goarshausen, Loreleystadt, Stadt",1238
BY,091835148145,Taufkirchen (Landkreis Mühldorf a.Inn),1395
BY,097720125125,"Bobingen, St",17768
NI,034525403008,"Hage, Flecken",6463
NW,059580004004,"Arnsberg, Stadt",74861
BW,084375005100,"Bad Saulgau, Stadt",17975
MV,130765652138,Tessin b. Boizenburg,375
BB,120605003250,Sydower Fließ,971
NI,033530029029,Rosengarten (Landkreis Harburg),13955
NW,053700012012,"Geilenkirchen, Stadt",28139
BW,083365007034,Hasel,1162
BB,120645412290,Lindendorf,1319
RP,071345002001,Abentheuer,444
NI,034565404023,Uelsen,5873
HE,065320010010,Greifenstein,6578
RP,071345005028,Gerach,235
RP,071435009238,Hergenroth,455
BW,084365004003,Aichstetten,2845
BB,120630036036,Brieselang,12827
BW,084165003050,Starzach,4299
SN,147295307300,"Naunhof, Stadt",8763
MV,130740035035,"Insel Poel, Ostseebad",2523
NI,034585401015,Winkelsett,529
SN,146280360360,"Sebnitz, Stadt",9412
NI,033605407012,Jelmstorf,736
SN,147290070070,"Brandis, Stadt",9785
BY,093715304116,Birgland,1846
MV,130765656048,"Goldberg, Stadt",3275
BY,091835146118,"Gars a.Inn, M",3994
HE,064330001001,Biebesheim am Rhein,6280
BW,082365006075,Ölbronn-Dürrn,3444
BW,084265007121,Unlingen,2404
BY,096735634172,Sulzdorf a.d.Lederhecke,1173
BW,081155003010,Deckenpfronn,3269
BW,083155007056,Horben,1201
MV,130745459017,"Dassow, Stadt",4030
BY,091770123123,"Isen, M",5596
BW,082165003009,Durmersheim,11947
BW,081255014057,Lehrensteinsfeld,2656
RP,073405009219,Obernheim-Kirchenarnbach,1528
SH,010605048066,Oersdorf,876
NI,034545402001,Andervenne,908
RP,073315003066,Wachenheim,708
BB,120735306261,Grünow (Landkreis Uckermark),945
RP,073335004057,Orbis,683
NW,055540008008,"Bocholt, Stadt",71985
SN,145210440440,"Oberwiesenthal, Kurort, Stadt",1992
BY,091815138143,Unterdießen,1480
MV,130765666153,Wittendörp,2902
MV,130755554002,Alt Tellin,384
RP,072325008126,Trimport,289
SH,010625270022,Großensee (Kreis Stormarn),1866
BY,092750151151,Tiefenbach (Landkreis Passau),6450
NW,051700028028,"Neukirchen-Vluyn, Stadt",27021
ST,150820430430,"Zerbst/Anhalt, Stadt",21173
BW,082370004004,Baiersbronn,15269
SN,145230365365,Rosenbach/Vogtl.,4009
BW,081355003031,Sontheim an der Brenz,5744
MV,130735358104,Zarrendorf,1123
HE,064310002002,"Bensheim, Stadt",40993
BY,097735718143,Laugna,1576
NI,034545401007,Dersum,1469
BY,092750148148,Sonnen,1451
HE,066320017017,Ronshausen,2294
RP,071415007105,Oberwallmenach,204
BY,092715205135,Moos (Landkreis Deggendorf),2332
SL,100440116116,Saarwellingen,13605
SH,010535318132,Witzeeze,917
RP,072325008113,Sankt Thomas,245
SN,145240250250,Reinsdorf (Landkreis Zwickau),7164
BW,083375001022,"Bonndorf im Schwarzwald, Stadt",6857
HE,066330024024,Söhrewald,4519
BW,081195001004,Althütte,4290
SH,010540168168,Sylt,14579
NW,057660040040,"Lage, Stadt",35048
HE,065330008008,Hünfelden,9754
NI,032410001001,"Hannover, Landeshauptstadt",513291
BW,082365003061,Sternenfels,2810
NI,034565403016,Ohne,622
SN,147300340340,Wiedemar,5502
BY,095740123123,"Feucht, M",13848
SH,010545489126,Stedesand,876
BW,082360030030,Ispringen,5810
TH,160765004084,Wünschendorf/Elster,2718
SH,010535373031,Fuhlenhagen,389
BY,091850139139,Karlshuld,5933
SN,146260310310,Mittelherwigsdorf,3506
SH,010615138067,Mehlbek,419
RP,071375002041,Kalt,447
SH,010615153073,Neuenbrook,665
RP,071325010032,Flammersfeld,1422
HE,065330011011,"Mengerskirchen, Marktflecken",5724
BW,084375003078,"Meßkirch, Stadt",8558
HE,066340001001,"Borken (Hessen), Stadt",12280
RP,071315004054,Niederdürenbach,968
BW,082155006107,Oberhausen-Rheinhausen,9505
RP,071415011034,Ebertshausen,134
TH,160715051015,Eberstedt,210
RP,071325003050,"Herdorf, Stadt",6570
RP,071355005080,Sosberg,177
RP,071405008037,Erbach,290
RP,071435002223,Gehlert,638
MV,130715151112,Nossendorf,625
NW,053740044044,"Waldbröl, Stadt",19534
RP,072335006033,Hohenfels-Essingen,321
BY,091815144118,Eresing,1975
HE,064340002002,"Friedrichsdorf, Stadt",25585
NW,051540004004,Bedburg-Hau,13197
HE,064400022022,Rockenberg,4173
SH,010615179025,Ecklak,289
BY,091865157130,Ilmmünster,2187
BY,097725711209,Untermeitingen,7590
MV,130715156075,Klein Vielen,633
BY,093775350149,Reuth b.Erbendorf,1127
TH,160745052025,Gösen,211
BY,091815140134,Prittriching,2541
RP,072325008100,Olsdorf,97
BY,093765339178,"Winklarn, M",1330
SH,010550035035,Ratekau,15303
RP,072325006328,Winterscheid,150
BW,081175011020,Eschenbach,2137
BY,093720116116,"Cham, St",17100
SN,145220170170,"Frauenstein, Stadt",2694
NI,034595402023,Kettenkamp,1780
RP,072335006237,Scheid,125
TH,160775005008,Göhren (Landkreis Altenburger Land),405
BW,082265002049,Meckesheim,5303
BY,094745427173,Weißenohe,1186
BY,092765238146,Zachenberg,2050
TH,160635059023,Empfertshausen,532
BB,120695904470,Planebruch,994
RP,071325010058,Isert,113
NW,057540016016,"Harsewinkel, Die Mähdrescherstadt",25137
HE,065350010010,"Kirtorf, Stadt",3135
SH,010545494012,Bohmstedt,767
RP,071375003074,Monreal,779
BW,082155005040,Kürnbach,2346
BY,093760141141,"Maxhütte-Haidhof, St",11852
NI,033555404041,Westergellersen,2022
MV,130755551021,Buggenhagen,201
TH,160685006033,Kleinneuhausen,426
RP,073365009037,Henschtal,317
NI,033595407030,Krummendeich,470
SH,010515178079,Norddeich,434
HE,066310001001,Bad Salzschlirf,3433
BW,081255001078,Oedheim,6534
BY,096740133133,"Eltmann, St",5126
HE,064350007007,"Erlensee, Stadt",15333
NI,033525411045,Osterbruch,486
NW,057660064064,Schlangen,9299
NI,034545407048,Spahnharrenstätte,1558
NW,055700044044,"Telgte, Stadt",19751
RP,071415007140,Winterwerb,153
NI,033510006006,"Celle, Stadt",66610
RP,072355003101,Onsdorf,144
BY,094720143143,"Goldkronach, St",3462
SN,145215115430,Niederwürschnitz,2548
TH,160755013088,"Ranis, Stadt",1672
BB,120645404266,Küstriner Vorland,2464
RP,072325006208,Buchet,245
MV,130725260088,Rövershagen,2590
BY,091750111111,Anzing,4338
RP,072325005116,Scheitenkorb,30
SH,010545417095,Oldenswort,1237
BB,120635309094,Gollenberg (Landkreis Havelland),396
NI,033575405056,Wohnste,794
RP,071405004071,Kludenbach,123
BY,091800136136,Wallgau,1505
HE,065310009009,Langgöns,11045
BW,084375002101,"Scheer, Stadt",2464
NW,057700012012,Hille,16082
RP,071335009205,Schwarzerden,246
BY,092750124124,"Bad Griesbach i.Rottal, St",8808
BY,097785765118,Benningen,2021
SH,010590183183,Handewitt,11330
BY,096745610201,Stettfeld,1128
BB,120660052052,"Calau, Stadt",7772
SL,100460113113,Namborn,7095
SN,145220540540,Striegistal,4551
RP,072325005093,Niederweis,267
BW,081255010108,Zaberfeld,4179
BY,091815141141,Pürgen,3605
RP,072315001071,Kommen,287
NI,034595402010,"Bersenbrück, Stadt",8248
BY,095740147147,Pommelsbrunn,5291
MV,130725258040,Groß Wokern,992
RP,071315001018,Dorsel,180
MV,130715163057,Groß Teetzleben,652
RP,072355008033,Greimerath (Landkreis Trier-Saarburg),986
BY,095715508218,"Weiltingen, M",1429
RP,073365008050,Kirrweiler,165
BW,081165007058,Reichenbach an der Fils,7873
MV,130765664128,"Sternberg, Stadt",3866
TH,160715007043,Klettbach,1294
RP,071375003061,Langscheid,84
BW,083365006089,Tunau,185
SN,145215130520,"Schlettau, Stadt",2291
SN,145220430430,Oberschöna,3276
BW,084265004066,Kirchdorf an der Iller,3988
SN,145210550550,"Schwarzenberg/Erzgeb., Stadt",15917
HE,064310017017,Mörlenbach,10300
MV,130765655089,"Lübz, Stadt",5958
BY,096730114114,"Bad Neustadt a.d.Saale, St",15112
RP,072315006093,Neunkirchen (Landkreis Bernkastel-Wittlich),151
RP,073365010024,Etschberg,664
TH,160765051026,Hartmannsdorf (Landkreis Greiz),340
NI,033555405024,Melbeck,3301
RP,073315001010,Biebelnheim,677
MV,130735362040,"Insel Hiddensee, Seebad",942
RP,071315001005,Aremberg,211
MV,130765656096,Mestlin,722
BW,081175009060,Zell unter Aichelberg,3110
BW,084265005073,Mietingen,4508
SH,010515166076,Neufeld,613
NI,032555409013,"Eschershausen, Stadt",3514
RP,071415011126,Schönborn (Landkreis Rhein-Lahn-Kreis),723
RP,072325005103,Peffingen,235
BY,092715204152,Wallerfing,1246
BY,094760175175,Steinbach a.Wald,3058
MV,130725257046,Hohen Sprenz,529
NI,033530032032,Stelle,11675
RP,071385001077,Windhagen,4414
MV,130755562065,Korswandt,581
RP,072325001240,Herzfeld,36
BY,096715604162,Wiesen,1044
BY,093770142142,"Bad Neualbenreuth, M",1414
SN,146255501440,Panschwitz-Kuckau,2089
SH,010595987073,Schaalby,1537
BB,120600005005,Ahrensfelde,14052
RP,073395002039,Nackenheim,5377
HE,066320002002,"Bad Hersfeld, Kreisstadt",30635
RP,071405008011,Benzweiler,216
SH,010575747070,Schellhorn,1521
RP,071435001253,Langenbach bei Kirburg,1052
NI,032575402020,Lindhorst,4109
BY,092760143143,"Teisnach, M",2990
SH,010545488083,Midlum (Kreis Nordfriesland),467
RP,073355011027,Mittelbrunn,721
NI,032565407029,Steimbke,2459
BY,092735217127,Herrngiersdorf,1361
BY,092725211128,Innernzell,1541
SH,010595987086,Taarstedt,930
ST,150880020020,"Bad Dürrenberg, Solestadt",11305
RP,072325001253,Krautscheid,213
ST,150860035035,Elbe-Parey,6420
ST,150870275275,"Mansfeld, Stadt",8369
NI,034585401002,Colnrade,767
BY,093765343173,Trausnitz,915
TH,160775052003,Dobitschen,418
BY,091875160138,Gstadt a.Chiemsee,1128
RP,071405004107,Niedersohren,458
RP,072335006211,Duppach,270
RP,072325005080,Mettendorf,1099
HE,064400020020,Ranstadt,5311
NI,032565411021,Marklohe,4523
BY,097770173173,Halblech,3362
TH,160675007022,Friemar,1013
MV,130725263098,Stäbelow,1359
SH,010585890024,Borgstedt,1742
SL,100420116116,"Wadern, Stadt",16585
SH,010545494038,Goldelund,414
HE,065320016016,"Leun, Stadt",5681
SN,146280220220,Kreischa,4569
RP,073395002026,Harxheim,2301
NI,032410016016,"Sehnde, Stadt",23313
RP,072355006078,Longuich,1329
BY,095720115115,"Baiersdorf, St",7880
BY,091820127127,Otterfing,4665
RP,073375001033,Gossersweiler-Stein,1402
NI,033575404038,Rhade,1072
